sample_1,sample_2,community_distance,ocean_distance_km,east_or_west_1,habitat_1,east_or_west_2,habitat_2,metric
S51,S1,0.6319107862265699,494.90663761154656,east,seagrass,west,mangrove,unifrac
S52,S1,0.6632293044419811,494.90663761154656,east,seagrass,west,mangrove,unifrac
S53,S1,0.6063994520789912,494.90663761154656,east,seagrass,west,mangrove,unifrac
S54,S1,0.6149424932565677,493.9066376115466,east,seagrass,west,mangrove,unifrac
S55,S1,0.6241441598995523,493.9066376115466,east,seagrass,west,mangrove,unifrac
S56,S1,0.5721651558093374,752.6316010800687,west,coral,west,mangrove,unifrac
S57,S1,0.59274933597713,752.6316010800687,west,coral,west,mangrove,unifrac
S58,S1,0.5612178733998553,754.0458146424417,west,coral,west,mangrove,unifrac
S59,S1,0.6157897314543752,753.6316010800687,west,coral,west,mangrove,unifrac
S60,S1,0.5703644595178803,752.6316010800687,west,coral,west,mangrove,unifrac
S61,S1,0.4932145405850243,745.6610383315915,west,mangrove,west,mangrove,unifrac
S62,S1,0.5755991747823803,745.6610383315915,west,mangrove,west,mangrove,unifrac
S63,S1,0.5376744422118023,746.6610383315915,west,mangrove,west,mangrove,unifrac
S64,S1,0.4949848997290867,747.0752518939646,west,mangrove,west,mangrove,unifrac
S65,S1,0.47302837119434565,748.0752518939646,west,mangrove,west,mangrove,unifrac
S66,S1,0.6655853086990098,772.661038331591,west,seagrass,west,mangrove,unifrac
S67,S1,0.5362557922728596,772.661038331591,west,seagrass,west,mangrove,unifrac
S68,S1,0.5637872627595343,772.661038331591,west,seagrass,west,mangrove,unifrac
S69,S1,0.6101368656979226,772.661038331591,west,seagrass,west,mangrove,unifrac
S70,S1,0.654765635443894,773.0752518939642,west,seagrass,west,mangrove,unifrac
S71,S1,0.9586735316211554,644.7888886054541,east,coral,west,mangrove,unifrac
S73,S1,0.9825053272656793,644.7888886054541,east,coral,west,mangrove,unifrac
S74,S1,0.9354928742187785,644.7888886054541,east,coral,west,mangrove,unifrac
S75,S1,0.9140935078173454,644.7888886054541,east,coral,west,mangrove,unifrac
S77,S1,0.8335562908207368,621.3036072312156,east,coral,west,mangrove,unifrac
S78,S1,0.7440726076280306,621.3036072312156,east,coral,west,mangrove,unifrac
S80,S1,0.9150457554189818,621.3036072312156,east,coral,west,mangrove,unifrac
S81,S1,0.6476718468671618,615.6883835420658,east,mangrove,west,mangrove,unifrac
S82,S1,0.6822464961404447,615.6883835420658,east,mangrove,west,mangrove,unifrac
S83,S1,0.6609699734316942,615.6883835420658,east,mangrove,west,mangrove,unifrac
S84,S1,0.6414912785102437,615.6883835420658,east,mangrove,west,mangrove,unifrac
S85,S1,0.6887040779556138,615.6883835420658,east,mangrove,west,mangrove,unifrac
S86,S1,0.5304667885030028,642.8082245892077,west,mangrove,west,mangrove,unifrac
S87,S1,0.5947483124519697,642.8082245892077,west,mangrove,west,mangrove,unifrac
S88,S1,0.8049451788406133,642.3940110268346,west,mangrove,west,mangrove,unifrac
S89,S1,0.8372594711318682,642.3940110268346,west,mangrove,west,mangrove,unifrac
S90,S1,0.8835266399975161,642.3940110268346,west,mangrove,west,mangrove,unifrac
S91,S1,0.5332364106665336,626.4650788387004,west,seagrass,west,mangrove,unifrac
S92,S1,0.5564939544123598,627.4650788387004,west,seagrass,west,mangrove,unifrac
S93,S1,0.6582905825676583,627.4650788387004,west,seagrass,west,mangrove,unifrac
S94,S1,0.7566182859626037,626.4650788387004,west,seagrass,west,mangrove,unifrac
S95,S1,0.6122670944010765,626.4650788387004,west,seagrass,west,mangrove,unifrac
S96,S1,0.7633832848781676,550.038671967509,west,mangrove,west,mangrove,unifrac
S97,S1,0.7055665873452778,550.038671967509,west,mangrove,west,mangrove,unifrac
S98,S1,0.7281992286389434,550.038671967509,west,mangrove,west,mangrove,unifrac
S99,S1,0.7337931161707482,550.038671967509,west,mangrove,west,mangrove,unifrac
S100,S1,0.7519376512127445,551.038671967509,west,mangrove,west,mangrove,unifrac
S101,S1,0.8416814342301872,484.2813126546292,west,coral,west,mangrove,unifrac
S102,S1,0.8864857627363919,485.52395334174844,west,coral,west,mangrove,unifrac
S103,S1,0.8833582091669617,485.93816690412154,west,coral,west,mangrove,unifrac
S104,S1,0.8499444314359472,487.5239533417484,west,coral,west,mangrove,unifrac
S105,S1,0.8361846459797933,485.6955262170022,west,coral,west,mangrove,unifrac
S106,S1,0.5863747611528698,319.90158697766435,west,mangrove,west,mangrove,unifrac
S107,S1,0.6696372092296885,319.48737341529124,west,mangrove,west,mangrove,unifrac
S108,S1,0.6720838968397033,318.48737341529124,west,mangrove,west,mangrove,unifrac
S109,S1,0.7270368848786692,318.0731598529182,west,mangrove,west,mangrove,unifrac
S110,S1,0.6954920382915989,318.0731598529182,west,mangrove,west,mangrove,unifrac
S3,S2,0.39667017638604357,2,west,mangrove,west,mangrove,unifrac
S4,S2,0.359771536891702,4,west,mangrove,west,mangrove,unifrac
S5,S2,0.40218274998029135,3.8284271247461903,west,mangrove,west,mangrove,unifrac
S6,S2,0.9305031818592973,80.53910524340094,west,mangrove,west,mangrove,unifrac
S7,S2,0.9406279829546624,80.95331880577403,west,mangrove,west,mangrove,unifrac
S8,S2,0.8362017185310961,79.53910524340094,west,mangrove,west,mangrove,unifrac
S9,S2,0.8860448186644347,80.95331880577403,west,mangrove,west,mangrove,unifrac
S10,S2,0.9290851575128787,79.95331880577403,west,mangrove,west,mangrove,unifrac
S11,S2,0.6575156088179495,211.8772003600256,west,mangrove,west,mangrove,unifrac
S12,S2,0.6500842945545663,212.8772003600256,west,mangrove,west,mangrove,unifrac
S13,S2,0.6125231911959087,212.8772003600256,west,mangrove,west,mangrove,unifrac
S14,S2,0.6814453664819977,213.2914139223987,west,mangrove,west,mangrove,unifrac
S15,S2,0.6454760012587989,214.2914139223987,west,mangrove,west,mangrove,unifrac
S16,S2,0.5946991965898342,220.7056274847718,west,coral,west,mangrove,unifrac
S17,S2,0.5498860460218944,219.2914139223987,west,coral,west,mangrove,unifrac
S18,S2,0.5588846919918045,219.2914139223987,west,coral,west,mangrove,unifrac
S19,S2,0.5167384924665894,219.2914139223987,west,coral,west,mangrove,unifrac
S20,S2,0.5695283224818034,220.7056274847718,west,coral,west,mangrove,unifrac
S21,S2,0.9350733168636348,200.4264068711929,east,mangrove,west,mangrove,unifrac
S22,S2,0.8423992298515798,200.4264068711929,east,mangrove,west,mangrove,unifrac
S23,S2,0.7928864375038387,200.4264068711929,east,mangrove,west,mangrove,unifrac
S24,S2,0.7755339731889895,200.4264068711929,east,mangrove,west,mangrove,unifrac
S25,S2,0.6582751427502088,200.4264068711929,east,mangrove,west,mangrove,unifrac
S26,S2,0.8432222482848516,199.4264068711929,east,seagrass,west,mangrove,unifrac
S27,S2,0.863552689991425,199.4264068711929,east,seagrass,west,mangrove,unifrac
S28,S2,0.8887964445161067,200.4264068711929,east,seagrass,west,mangrove,unifrac
S29,S2,0.9640187871064946,200.84062043356602,east,seagrass,west,mangrove,unifrac
S30,S2,0.8284797962810524,200.84062043356602,east,seagrass,west,mangrove,unifrac
S31,S2,0.7347044712357231,204.2548339959391,east,coral,west,mangrove,unifrac
S32,S2,0.8547635287496022,204.2548339959391,east,coral,west,mangrove,unifrac
S33,S2,0.8553419429847269,203.2548339959391,east,coral,west,mangrove,unifrac
S34,S2,0.8497787541754894,203.2548339959391,east,coral,west,mangrove,unifrac
S35,S2,0.7585534564675681,203.2548339959391,east,coral,west,mangrove,unifrac
S36,S2,0.9521503815437578,323.07821048680194,east,mangrove,west,mangrove,unifrac
S37,S2,0.9705145353176488,322.07821048680194,east,mangrove,west,mangrove,unifrac
S38,S2,0.9589679386279808,321.07821048680194,east,mangrove,west,mangrove,unifrac
S39,S2,0.9570716023875018,320.492424049175,east,mangrove,west,mangrove,unifrac
S40,S2,0.9323429616474831,319.07821048680194,east,mangrove,west,mangrove,unifrac
S41,S2,0.7984388478415947,430.1492782986667,east,coral,west,mangrove,unifrac
S42,S2,0.7018110305881918,429.73506473629357,east,coral,west,mangrove,unifrac
S43,S2,0.8144125271196722,429.73506473629357,east,coral,west,mangrove,unifrac
S44,S2,0.6867234100807307,430.73506473629357,east,coral,west,mangrove,unifrac
S45,S2,0.7642854896410445,429.73506473629357,east,coral,west,mangrove,unifrac
S46,S2,0.7330565346210565,429.1492782986667,east,mangrove,west,mangrove,unifrac
S47,S2,0.8440071480685356,429.1492782986667,east,mangrove,west,mangrove,unifrac
S48,S2,0.7089848793975567,429.1492782986667,east,mangrove,west,mangrove,unifrac
S49,S2,0.9197978462692508,430.1492782986667,east,mangrove,west,mangrove,unifrac
S50,S2,0.8211651125114343,430.1492782986667,east,mangrove,west,mangrove,unifrac
S51,S2,0.6886458447237985,495.4924240491735,east,seagrass,west,mangrove,unifrac
S52,S2,0.6983314699324245,495.4924240491735,east,seagrass,west,mangrove,unifrac
S53,S2,0.6355546399693828,495.4924240491735,east,seagrass,west,mangrove,unifrac
S54,S2,0.6657492618111129,494.49242404917356,east,seagrass,west,mangrove,unifrac
S55,S2,0.6585357740200853,494.49242404917356,east,seagrass,west,mangrove,unifrac
S56,S2,0.5769608899922374,751.2173875176956,west,coral,west,mangrove,unifrac
S57,S2,0.5856654754165448,751.2173875176956,west,coral,west,mangrove,unifrac
S58,S2,0.5375383168983732,752.6316010800687,west,coral,west,mangrove,unifrac
S59,S2,0.6295752074512286,752.2173875176956,west,coral,west,mangrove,unifrac
S60,S2,0.5583732613440158,751.2173875176956,west,coral,west,mangrove,unifrac
S61,S2,0.5198698356580084,744.2468247692185,west,mangrove,west,mangrove,unifrac
S62,S2,0.6246607430699577,744.2468247692185,west,mangrove,west,mangrove,unifrac
S63,S2,0.5354703971161078,745.2468247692185,west,mangrove,west,mangrove,unifrac
S64,S2,0.5387956136487668,745.6610383315915,west,mangrove,west,mangrove,unifrac
S65,S2,0.4987316802217471,746.6610383315915,west,mangrove,west,mangrove,unifrac
S66,S2,0.6769323317833567,771.2468247692179,west,seagrass,west,mangrove,unifrac
S67,S2,0.5814409477352461,771.2468247692179,west,seagrass,west,mangrove,unifrac
S68,S2,0.5976578790341613,771.2468247692179,west,seagrass,west,mangrove,unifrac
S69,S2,0.6043539747462259,771.2468247692179,west,seagrass,west,mangrove,unifrac
S70,S2,0.6641120540872284,771.661038331591,west,seagrass,west,mangrove,unifrac
S71,S2,0.9654902533021498,645.3746750430811,east,coral,west,mangrove,unifrac
S73,S2,0.9853467738946269,645.3746750430811,east,coral,west,mangrove,unifrac
S74,S2,0.9459451745586177,645.3746750430811,east,coral,west,mangrove,unifrac
S75,S2,0.9276053200732584,645.3746750430811,east,coral,west,mangrove,unifrac
S77,S2,0.8637145570079248,621.8893936688426,east,coral,west,mangrove,unifrac
S78,S2,0.7891655342201772,621.8893936688426,east,coral,west,mangrove,unifrac
S80,S2,0.9287403665833625,621.8893936688426,east,coral,west,mangrove,unifrac
S81,S2,0.6793340766336765,616.2741699796928,east,mangrove,west,mangrove,unifrac
S82,S2,0.6740205964001922,616.2741699796928,east,mangrove,west,mangrove,unifrac
S83,S2,0.6853595969465682,616.2741699796928,east,mangrove,west,mangrove,unifrac
S84,S2,0.6732454900229753,616.2741699796928,east,mangrove,west,mangrove,unifrac
S85,S2,0.734848424917172,616.2741699796928,east,mangrove,west,mangrove,unifrac
S86,S2,0.5927531566656422,641.3940110268346,west,mangrove,west,mangrove,unifrac
S87,S2,0.6477392662148225,641.3940110268346,west,mangrove,west,mangrove,unifrac
S88,S2,0.8193376875155092,640.9797974644615,west,mangrove,west,mangrove,unifrac
S89,S2,0.8517847032885127,640.9797974644615,west,mangrove,west,mangrove,unifrac
S90,S2,0.8867299424763058,640.9797974644615,west,mangrove,west,mangrove,unifrac
S91,S2,0.5570338496754935,625.0508652763274,west,seagrass,west,mangrove,unifrac
S92,S2,0.5994181226632515,626.0508652763274,west,seagrass,west,mangrove,unifrac
S93,S2,0.7175297384029704,626.0508652763274,west,seagrass,west,mangrove,unifrac
S94,S2,0.8173722330103907,625.0508652763274,west,seagrass,west,mangrove,unifrac
S95,S2,0.6589481496514005,625.0508652763274,west,seagrass,west,mangrove,unifrac
S96,S2,0.7522275654882037,548.6244584051359,west,mangrove,west,mangrove,unifrac
S97,S2,0.7158213515744372,548.6244584051359,west,mangrove,west,mangrove,unifrac
S98,S2,0.7352919800329004,548.6244584051359,west,mangrove,west,mangrove,unifrac
S99,S2,0.7510435717852482,548.6244584051359,west,mangrove,west,mangrove,unifrac
S100,S2,0.7671900369525118,549.6244584051359,west,mangrove,west,mangrove,unifrac
S101,S2,0.8508301692131676,482.8670990922561,west,coral,west,mangrove,unifrac
S102,S2,0.9114665825171882,484.1097397793754,west,coral,west,mangrove,unifrac
S103,S2,0.9135600574625327,484.52395334174844,west,coral,west,mangrove,unifrac
S104,S2,0.8720335311919928,486.10973977937533,west,coral,west,mangrove,unifrac
S105,S2,0.870898946185086,484.2813126546292,west,coral,west,mangrove,unifrac
S106,S2,0.649301589124916,318.48737341529124,west,mangrove,west,mangrove,unifrac
S107,S2,0.6949794532362411,318.0731598529182,west,mangrove,west,mangrove,unifrac
S108,S2,0.7142701336824889,317.0731598529182,west,mangrove,west,mangrove,unifrac
S109,S2,0.7379362257450268,316.6589462905451,west,mangrove,west,mangrove,unifrac
S110,S2,0.7178403547613366,316.6589462905451,west,mangrove,west,mangrove,unifrac
S4,S3,0.38344358109208493,2,west,mangrove,west,mangrove,unifrac
S5,S3,0.3863423084731916,2.414213562373095,west,mangrove,west,mangrove,unifrac
S6,S3,0.9262326684623936,81.36753236814714,west,mangrove,west,mangrove,unifrac
S7,S3,0.9279899234148364,81.78174593052023,west,mangrove,west,mangrove,unifrac
S8,S3,0.8395573594485876,80.36753236814714,west,mangrove,west,mangrove,unifrac
S9,S3,0.8776940684261562,81.78174593052023,west,mangrove,west,mangrove,unifrac
S10,S3,0.9255846031107633,80.78174593052023,west,mangrove,west,mangrove,unifrac
S11,S3,0.6791795966754621,212.7056274847718,west,mangrove,west,mangrove,unifrac
S12,S3,0.6770004574217972,213.7056274847718,west,mangrove,west,mangrove,unifrac
S13,S3,0.6622411213777186,213.7056274847718,west,mangrove,west,mangrove,unifrac
S14,S3,0.6785301358436113,214.11984104714492,west,mangrove,west,mangrove,unifrac
S15,S3,0.6564789910960439,215.11984104714492,west,mangrove,west,mangrove,unifrac
S16,S3,0.573186436004885,221.534054609518,west,coral,west,mangrove,unifrac
S17,S3,0.5246212790584394,220.11984104714492,west,coral,west,mangrove,unifrac
S18,S3,0.5166596796647533,220.11984104714492,west,coral,west,mangrove,unifrac
S19,S3,0.5493304084787973,220.11984104714492,west,coral,west,mangrove,unifrac
S20,S3,0.5301880117257401,221.534054609518,west,coral,west,mangrove,unifrac
S21,S3,0.9183675550378839,201.25483399593912,east,mangrove,west,mangrove,unifrac
S22,S3,0.8081850857083599,201.25483399593912,east,mangrove,west,mangrove,unifrac
S23,S3,0.7554342660326459,201.25483399593912,east,mangrove,west,mangrove,unifrac
S24,S3,0.7312896241100801,201.25483399593912,east,mangrove,west,mangrove,unifrac
S25,S3,0.6432172635842296,201.25483399593912,east,mangrove,west,mangrove,unifrac
S26,S3,0.8139551424020255,200.25483399593912,east,seagrass,west,mangrove,unifrac
S27,S3,0.8311139139364058,200.25483399593912,east,seagrass,west,mangrove,unifrac
S28,S3,0.866038582455717,201.25483399593912,east,seagrass,west,mangrove,unifrac
S29,S3,0.9565622756449249,201.66904755831223,east,seagrass,west,mangrove,unifrac
S30,S3,0.7907040301653091,201.66904755831223,east,seagrass,west,mangrove,unifrac
S31,S3,0.690842113761371,205.08326112068528,east,coral,west,mangrove,unifrac
S32,S3,0.8243649742752278,205.08326112068528,east,coral,west,mangrove,unifrac
S33,S3,0.8280084368781535,204.08326112068528,east,coral,west,mangrove,unifrac
S34,S3,0.8238411329416911,204.08326112068528,east,coral,west,mangrove,unifrac
S35,S3,0.712220436464213,204.08326112068528,east,coral,west,mangrove,unifrac
S36,S3,0.9449072446808804,323.9066376115481,east,mangrove,west,mangrove,unifrac
S37,S3,0.9620870485285884,322.9066376115481,east,mangrove,west,mangrove,unifrac
S38,S3,0.9500881230210536,321.9066376115481,east,mangrove,west,mangrove,unifrac
S39,S3,0.9593599670977784,321.32085117392114,east,mangrove,west,mangrove,unifrac
S40,S3,0.9170010187292313,319.9066376115481,east,mangrove,west,mangrove,unifrac
S41,S3,0.7613605308871257,430.97770542341283,east,coral,west,mangrove,unifrac
S42,S3,0.6880078538537445,430.5634918610397,east,coral,west,mangrove,unifrac
S43,S3,0.7859518269766702,430.5634918610397,east,coral,west,mangrove,unifrac
S44,S3,0.6666268470238105,431.5634918610397,east,coral,west,mangrove,unifrac
S45,S3,0.7249596795057166,430.5634918610397,east,coral,west,mangrove,unifrac
S46,S3,0.7183538146567459,429.97770542341283,east,mangrove,west,mangrove,unifrac
S47,S3,0.8395658945419829,429.97770542341283,east,mangrove,west,mangrove,unifrac
S48,S3,0.6851289365859701,429.97770542341283,east,mangrove,west,mangrove,unifrac
S49,S3,0.9097333308854485,430.97770542341283,east,mangrove,west,mangrove,unifrac
S50,S3,0.7956275452958081,430.97770542341283,east,mangrove,west,mangrove,unifrac
S51,S3,0.65322988883857,496.3208511739196,east,seagrass,west,mangrove,unifrac
S52,S3,0.6616471632727632,496.3208511739196,east,seagrass,west,mangrove,unifrac
S53,S3,0.6301177738012038,496.3208511739196,east,seagrass,west,mangrove,unifrac
S54,S3,0.643703571169654,495.32085117391966,east,seagrass,west,mangrove,unifrac
S55,S3,0.6288226007481105,495.32085117391966,east,seagrass,west,mangrove,unifrac
S56,S3,0.5558460420115332,752.0458146424417,west,coral,west,mangrove,unifrac
S57,S3,0.5451074228737494,752.0458146424417,west,coral,west,mangrove,unifrac
S58,S3,0.5835906863430763,753.4600282048148,west,coral,west,mangrove,unifrac
S59,S3,0.597037752093302,753.0458146424417,west,coral,west,mangrove,unifrac
S60,S3,0.5602036085051852,752.0458146424417,west,coral,west,mangrove,unifrac
S61,S3,0.4935306392427076,745.0752518939646,west,mangrove,west,mangrove,unifrac
S62,S3,0.5786755882822195,745.0752518939646,west,mangrove,west,mangrove,unifrac
S63,S3,0.5241314530711095,746.0752518939646,west,mangrove,west,mangrove,unifrac
S64,S3,0.48085373523363834,746.4894654563377,west,mangrove,west,mangrove,unifrac
S65,S3,0.4667790963779353,747.4894654563377,west,mangrove,west,mangrove,unifrac
S66,S3,0.6271633355529082,772.0752518939642,west,seagrass,west,mangrove,unifrac
S67,S3,0.555656544176102,772.0752518939642,west,seagrass,west,mangrove,unifrac
S68,S3,0.5636084351985307,772.0752518939642,west,seagrass,west,mangrove,unifrac
S69,S3,0.6255627536666145,772.0752518939642,west,seagrass,west,mangrove,unifrac
S70,S3,0.6545461727795309,772.4894654563373,west,seagrass,west,mangrove,unifrac
S71,S3,0.9576301323250374,646.2031021678272,east,coral,west,mangrove,unifrac
S73,S3,0.9820719164342451,646.2031021678272,east,coral,west,mangrove,unifrac
S74,S3,0.9344089191319248,646.2031021678272,east,coral,west,mangrove,unifrac
S75,S3,0.9120469814734479,646.2031021678272,east,coral,west,mangrove,unifrac
S77,S3,0.837526109195267,622.7178207935887,east,coral,west,mangrove,unifrac
S78,S3,0.7456177178676837,622.7178207935887,east,coral,west,mangrove,unifrac
S80,S3,0.913118124496654,622.7178207935887,east,coral,west,mangrove,unifrac
S81,S3,0.6577763174694174,617.1025971044389,east,mangrove,west,mangrove,unifrac
S82,S3,0.6961713560225432,617.1025971044389,east,mangrove,west,mangrove,unifrac
S83,S3,0.6807233507531549,617.1025971044389,east,mangrove,west,mangrove,unifrac
S84,S3,0.6503558395096807,617.1025971044389,east,mangrove,west,mangrove,unifrac
S85,S3,0.7116152157956758,617.1025971044389,east,mangrove,west,mangrove,unifrac
S86,S3,0.5285050876090931,642.2224381515807,west,mangrove,west,mangrove,unifrac
S87,S3,0.6039812242593069,642.2224381515807,west,mangrove,west,mangrove,unifrac
S88,S3,0.7995325524857861,641.8082245892077,west,mangrove,west,mangrove,unifrac
S89,S3,0.8387634059914303,641.8082245892077,west,mangrove,west,mangrove,unifrac
S90,S3,0.8846165353369624,641.8082245892077,west,mangrove,west,mangrove,unifrac
S91,S3,0.507607186138035,625.8792924010735,west,seagrass,west,mangrove,unifrac
S92,S3,0.5178428146239343,626.8792924010735,west,seagrass,west,mangrove,unifrac
S93,S3,0.6457233938126519,626.8792924010735,west,seagrass,west,mangrove,unifrac
S94,S3,0.7789798903732218,625.8792924010735,west,seagrass,west,mangrove,unifrac
S95,S3,0.6046428740311559,625.8792924010735,west,seagrass,west,mangrove,unifrac
S96,S3,0.7407995426678423,549.452885529882,west,mangrove,west,mangrove,unifrac
S97,S3,0.7097794205845063,549.452885529882,west,mangrove,west,mangrove,unifrac
S98,S3,0.7275639131943861,549.452885529882,west,mangrove,west,mangrove,unifrac
S99,S3,0.7343251494753613,549.452885529882,west,mangrove,west,mangrove,unifrac
S100,S3,0.7461217055895769,550.452885529882,west,mangrove,west,mangrove,unifrac
S101,S3,0.8541631607681593,483.6955262170022,west,coral,west,mangrove,unifrac
S102,S3,0.8843856889841863,484.93816690412154,west,coral,west,mangrove,unifrac
S103,S3,0.8819128879242357,485.3523804664946,west,coral,west,mangrove,unifrac
S104,S3,0.8446794748259295,486.9381669041215,west,coral,west,mangrove,unifrac
S105,S3,0.830017996721108,485.10973977937533,west,coral,west,mangrove,unifrac
S106,S3,0.5834634955895607,319.31580054003746,west,mangrove,west,mangrove,unifrac
S107,S3,0.6516033446691893,318.90158697766435,west,mangrove,west,mangrove,unifrac
S108,S3,0.6559776824805431,317.9015869776644,west,mangrove,west,mangrove,unifrac
S109,S3,0.7110855146151787,317.48737341529124,west,mangrove,west,mangrove,unifrac
S110,S3,0.6839313056708416,317.48737341529124,west,mangrove,west,mangrove,unifrac
S5,S4,0.37867519041670944,2.414213562373095,west,mangrove,west,mangrove,unifrac
S6,S4,0.9264308019113047,82.19595949289334,west,mangrove,west,mangrove,unifrac
S7,S4,0.9285007059965497,82.61017305526644,west,mangrove,west,mangrove,unifrac
S8,S4,0.8404444880599968,81.19595949289334,west,mangrove,west,mangrove,unifrac
S9,S4,0.8757080275449357,82.61017305526644,west,mangrove,west,mangrove,unifrac
S10,S4,0.9277468518848045,81.61017305526644,west,mangrove,west,mangrove,unifrac
S11,S4,0.7015479052276339,213.534054609518,west,mangrove,west,mangrove,unifrac
S12,S4,0.6824141105500727,214.534054609518,west,mangrove,west,mangrove,unifrac
S13,S4,0.6198695147005998,214.534054609518,west,mangrove,west,mangrove,unifrac
S14,S4,0.6997119253729432,214.9482681718911,west,mangrove,west,mangrove,unifrac
S15,S4,0.6576167961370404,215.9482681718911,west,mangrove,west,mangrove,unifrac
S16,S4,0.6022599045743561,222.3624817342642,west,coral,west,mangrove,unifrac
S17,S4,0.5606798963039265,220.9482681718911,west,coral,west,mangrove,unifrac
S18,S4,0.5501069099007161,220.9482681718911,west,coral,west,mangrove,unifrac
S19,S4,0.5689239496508156,220.9482681718911,west,coral,west,mangrove,unifrac
S20,S4,0.5808665153872978,222.3624817342642,west,coral,west,mangrove,unifrac
S21,S4,0.908169412557441,201.25483399593912,east,mangrove,west,mangrove,unifrac
S22,S4,0.7947479596320648,201.25483399593912,east,mangrove,west,mangrove,unifrac
S23,S4,0.7503698272929891,201.25483399593912,east,mangrove,west,mangrove,unifrac
S24,S4,0.7288301080735237,201.25483399593912,east,mangrove,west,mangrove,unifrac
S25,S4,0.6200659173316343,201.25483399593912,east,mangrove,west,mangrove,unifrac
S26,S4,0.7995123185699701,200.25483399593912,east,seagrass,west,mangrove,unifrac
S27,S4,0.8187611597487012,200.25483399593912,east,seagrass,west,mangrove,unifrac
S28,S4,0.8561601182446573,201.25483399593912,east,seagrass,west,mangrove,unifrac
S29,S4,0.9502469116789092,201.66904755831223,east,seagrass,west,mangrove,unifrac
S30,S4,0.7816122634909276,201.66904755831223,east,seagrass,west,mangrove,unifrac
S31,S4,0.6723645055085277,205.08326112068528,east,coral,west,mangrove,unifrac
S32,S4,0.8327022031303675,205.08326112068528,east,coral,west,mangrove,unifrac
S33,S4,0.8153121110035837,204.08326112068528,east,coral,west,mangrove,unifrac
S34,S4,0.8300181165758534,204.08326112068528,east,coral,west,mangrove,unifrac
S35,S4,0.7064067540672675,204.08326112068528,east,coral,west,mangrove,unifrac
S36,S4,0.9340857963392398,323.9066376115482,east,mangrove,west,mangrove,unifrac
S37,S4,0.959553127971043,322.9066376115482,east,mangrove,west,mangrove,unifrac
S38,S4,0.9429857310435125,321.9066376115482,east,mangrove,west,mangrove,unifrac
S39,S4,0.9535876415543523,321.3208511739213,east,mangrove,west,mangrove,unifrac
S40,S4,0.9089953431536903,319.9066376115482,east,mangrove,west,mangrove,unifrac
S41,S4,0.7669049050520629,430.97770542341283,east,coral,west,mangrove,unifrac
S42,S4,0.6791496095773498,430.5634918610397,east,coral,west,mangrove,unifrac
S43,S4,0.7566083632016631,430.5634918610397,east,coral,west,mangrove,unifrac
S44,S4,0.652902229242576,431.5634918610397,east,coral,west,mangrove,unifrac
S45,S4,0.7235818366605561,430.5634918610397,east,coral,west,mangrove,unifrac
S46,S4,0.7005177388403969,429.97770542341283,east,mangrove,west,mangrove,unifrac
S47,S4,0.7942597203077919,429.97770542341283,east,mangrove,west,mangrove,unifrac
S48,S4,0.6758008483570059,429.97770542341283,east,mangrove,west,mangrove,unifrac
S49,S4,0.8783767629279492,430.97770542341283,east,mangrove,west,mangrove,unifrac
S50,S4,0.7705104942450596,430.97770542341283,east,mangrove,west,mangrove,unifrac
S51,S4,0.6207767098611505,496.3208511739196,east,seagrass,west,mangrove,unifrac
S52,S4,0.6623062935875478,496.3208511739196,east,seagrass,west,mangrove,unifrac
S53,S4,0.6247312027620301,496.3208511739196,east,seagrass,west,mangrove,unifrac
S54,S4,0.6065692751222456,495.32085117391966,east,seagrass,west,mangrove,unifrac
S55,S4,0.6254485204798254,495.32085117391966,east,seagrass,west,mangrove,unifrac
S56,S4,0.5307323987007257,752.8742417671879,west,coral,west,mangrove,unifrac
S57,S4,0.5737433561879457,752.8742417671879,west,coral,west,mangrove,unifrac
S58,S4,0.5772287631809762,754.2884553295609,west,coral,west,mangrove,unifrac
S59,S4,0.6154668388003441,753.8742417671879,west,coral,west,mangrove,unifrac
S60,S4,0.5614702709446929,752.8742417671879,west,coral,west,mangrove,unifrac
S61,S4,0.4826678870858341,745.9036790187107,west,mangrove,west,mangrove,unifrac
S62,S4,0.5510766406819876,745.9036790187107,west,mangrove,west,mangrove,unifrac
S63,S4,0.5086030772644592,746.9036790187107,west,mangrove,west,mangrove,unifrac
S64,S4,0.4774953358178144,747.3178925810838,west,mangrove,west,mangrove,unifrac
S65,S4,0.42877774723780543,748.3178925810838,west,mangrove,west,mangrove,unifrac
S66,S4,0.6344141642292415,772.9036790187102,west,seagrass,west,mangrove,unifrac
S67,S4,0.5468433721959907,772.9036790187102,west,seagrass,west,mangrove,unifrac
S68,S4,0.558890922486765,772.9036790187102,west,seagrass,west,mangrove,unifrac
S69,S4,0.6032982405757747,772.9036790187102,west,seagrass,west,mangrove,unifrac
S70,S4,0.6107907314950317,773.3178925810834,west,seagrass,west,mangrove,unifrac
S71,S4,0.9512369212731473,646.2031021678272,east,coral,west,mangrove,unifrac
S73,S4,0.9794250053898704,646.2031021678272,east,coral,west,mangrove,unifrac
S74,S4,0.9252226074474638,646.2031021678272,east,coral,west,mangrove,unifrac
S75,S4,0.8996391298899913,646.2031021678272,east,coral,west,mangrove,unifrac
S77,S4,0.8258790245622144,622.7178207935887,east,coral,west,mangrove,unifrac
S78,S4,0.71147496424716,622.7178207935887,east,coral,west,mangrove,unifrac
